# Partition function for "H213C16O (136)".
# Temperature range: 70-3000K.
#T,K           Q(T)
 160            2305.093112
 162            2348.408104
 164            2392.014976
 166            2435.855352
 168            2479.987608
 170            2524.353368
 172            2569.069384
 174            2613.960528
 176            2659.143552
 178            2704.618456
 180            2750.326864
 182            2796.327152
 184            2842.560944
 186            2889.086616
 188            2935.787416
 190            2982.838472
 192            3030.064656
 194            3077.582720
 196            3125.392664
 198            3173.377736
 200            3221.654688
 202            3270.223520
 204            3319.025856
 206            3368.061696
 208            3417.331040
 210            3466.892264
 212            3516.686992
 214            3566.715224
 216            3616.976960
 218            3667.530576
 220            3718.317696
 222            3769.338320
 224            3820.650824
 226            3872.196832
 228            3924.034720
 230            3976.047736
 232            4028.352632
 234            4080.891032
 236            4133.721312
 238            4186.785096
 240            4240.082384
 242            4293.671552
 244            4347.435848
 246            4401.550400
 248            4455.840080
 250            4510.421640
 252            4565.295080
 254            4620.343648
 256            4675.742472
 258            4731.316424
 260            4787.182256
 262            4843.281592
 264            4899.672808
 266            4956.297528
 268            5013.155752
 270            5070.305856
 272            5127.689464
 274            5185.364952
 276            5243.332320
 278            5301.533192
 280            5360.025944
 282            5418.752200
 284            5477.770336
 286            5537.080352
 288            5596.623872
 290            5656.459272
 292            5716.528176
 294            5776.947336
 296            5837.600000
 298            5898.544544
 300            5959.780968
 302            6021.309272
 304            6083.071080
 306            6145.183144
 308            6207.528712
 310            6270.166160
 312            6333.153864
 314            6396.375072
 316            6459.888160
 318            6523.751504
 320            6587.848352
 322            6652.295456
 324            6717.034440
 326            6782.065304
 328            6847.388048
 330            6913.002672
 332            6978.967552
 334            7045.224312
 336            7111.831328
 338            7178.671848
 340            7245.862624
